241,11110001,F1
410,110011010,19A
448,111000000,1C0
332,101001100,14C
124,1111100,7C
464,111010000,1D0
116,1110100,74
303,100101111,12F
248,11111000,F8
441,110111001,1B9
262,100000110,106
36,100100,24
452,111000100,1C4
119,1110111,77
426,110101010,1AA
291,100100011,123
197,11000101,C5
458,111001010,1CA
388,110000100,184
451,111000011,1C3
131,10000011,83
285,100011101,11D
16,10000,10
229,11100101,E5
311,100110111,137
357,101100101,165
78,1001110,4E
325,101000101,145
16,10000,10
228,11100100,E4
190,10111110,BE
89,1011001,59
24,11000,18
428,110101100,1AC
351,101011111,15F
63,111111,3F
257,100000001,101
48,110000,30
491,111101011,1EB
467,111010011,1D3
217,11011001,D9
17,10001,11
24,11000,18
481,111100001,1E1
72,1001000,48
28,11100,1C
437,110110101,1B5
66,1000010,42
197,11000101,C5
138,10001010,8A
401,110010001,191
68,1000100,44
83,1010011,53
172,10101100,AC
484,111100100,1E4
333,101001101,14D
151,10010111,97
235,11101011,EB
431,110101111,1AF
432,110110000,1B0
352,101100000,160
314,100111010,13A
237,11101101,ED
11,1011,B
89,1011001,59
113,1110001,71
439,110110111,1B7
44,101100,2C
183,10110111,B7
336,101010000,150
243,11110011,F3
73,1001001,49
385,110000001,181
472,111011000,1D8
316,100111100,13C
388,110000100,184
410,110011010,19A
422,110100110,1A6
411,110011011,19B
49,110001,31
160,10100000,A0
160,10100000,A0
464,111010000,1D0
59,111011,3B
182,10110110,B6
183,10110111,B7
342,101010110,156
168,10101000,A8
340,101010100,154
245,11110101,F5
46,101110,2E
183,10110111,B7
455,111000111,1C7
15,1111,F
116,1110100,74
423,110100111,1A7
61,111101,3D
20,10100,14
457,111001001,1C9
178,10110010,B2
362,101101010,16A
203,11001011,CB
244,11110100,F4
364,101101100,16C
390,110000110,186
229,11100101,E5
37,100101,25
65,1000001,41
364,101101100,16C
77,1001101,4D
342,101010110,156
325,101000101,145
184,10111000,B8
201,11001001,C9
427,110101011,1AB
47,101111,2F
105,1101001,69
342,101010110,156
347,101011011,15B
71,1000111,47
477,111011101,1DD
126,1111110,7E
208,11010000,D0
141,10001101,8D
339,101010011,153
254,11111110,FE
432,110110000,1B0
229,11100101,E5
384,110000000,180
0,0,0
200,11001000,C8
323,101000011,143
181,10110101,B5
498,111110010,1F2
336,101010000,150
462,111001110,1CE
90,1011010,5A
86,1010110,56
157,10011101,9D
460,111001100,1CC
108,1101100,6C
377,101111001,179
231,11100111,E7
50,110010,32
366,101101110,16E
215,11010111,D7
47,101111,2F
36,100100,24
312,100111000,138
38,100110,26
146,10010010,92
42,101010,2A
191,10111111,BF
52,110100,34
203,11001011,CB
26,11010,1A
191,10111111,BF
235,11101011,EB
237,11101101,ED
445,110111101,1BD
125,1111101,7D
11,1011,B
268,100001100,10C
427,110101011,1AB
104,1101000,68
213,11010101,D5
27,11011,1B
33,100001,21
38,100110,26
123,1111011,7B
33,100001,21
469,111010101,1D5
347,101011011,15B
50,110010,32
292,100100100,124
45,101101,2D
304,100110000,130
13,1101,D
251,11111011,FB
379,101111011,17B
14,1110,E
295,100100111,127
390,110000110,186
454,111000110,1C6
457,111001001,1C9
93,1011101,5D
440,110111000,1B8
417,110100001,1A1
484,111100100,1E4
198,11000110,C6
408,110011000,198
73,1001001,49
54,110110,36
184,10111000,B8
428,110101100,1AC
333,101001101,14D
432,110110000,1B0
31,11111,1F
376,101111000,178
4,100,4
344,101011000,158
28,11100,1C
413,110011101,19D
320,101000000,140
230,11100110,E6
152,10011000,98
311,100110111,137
438,110110110,1B6
386,110000010,182
318,100111110,13E
481,111100001,1E1
242,11110010,F2
418,110100010,1A2
259,100000011,103
179,10110011,B3
62,111110,3E
393,110001001,189
151,10010111,97
165,10100101,A5
73,1001001,49
262,100000110,106
212,11010100,D4
19,10011,13
239,11101111,EF
189,10111101,BD
26,11010,1A
201,11001001,C9
143,10001111,8F
150,10010110,96
215,11010111,D7
368,101110000,170
381,101111101,17D
492,111101100,1EC
165,10100101,A5
143,10001111,8F
248,11111000,F8
227,11100011,E3
324,101000100,144
498,111110010,1F2
279,100010111,117
393,110001001,189
366,101101110,16E
407,110010111,197
260,100000100,104
256,100000000,100
403,110010011,193
483,111100011,1E3
324,101000100,144
378,101111010,17A
280,100011000,118
423,110100111,1A7
140,10001100,8C
95,1011111,5F
407,110010111,197
67,1000011,43
437,110110101,1B5
363,101101011,16B
148,10010100,94
378,101111010,17A
449,111000001,1C1
453,111000101,1C5
309,100110101,135
330,101001010,14A
497,111110001,1F1
425,110101001,1A9
168,10101000,A8
82,1010010,52
89,1011001,59
7,111,7
219,11011011,DB
449,111000001,1C1
56,111000,38
298,100101010,12A
53,110101,35
216,11011000,D8
46,101110,2E
477,111011101,1DD
111,1101111,6F
384,110000000,180
214,11010110,D6
62,111110,3E
73,1001001,49
100,1100100,64
74,1001010,4A
141,10001101,8D
156,10011100,9C
149,10010101,95
18,10010,12
392,110001000,188
188,10111100,BC
93,1011101,5D
370,101110010,172
224,11100000,E0
158,10011110,9E
378,101111010,17A
258,100000010,102
56,111000,38
236,11101100,EC
236,11101100,EC
316,100111100,13C
434,110110010,1B2
63,111111,3F
85,1010101,55
14,1110,E
404,110010100,194
319,100111111,13F
66,1000010,42
127,1111111,7F
467,111010011,1D3
67,1000011,43
480,111100000,1E0
386,110000010,182
279,100010111,117
493,111101101,1ED
378,101111010,17A
43,101011,2B
95,1011111,5F
85,1010101,55
157,10011101,9D
497,111110001,1F1
443,110111011,1BB
465,111010001,1D1
254,11111110,FE
137,10001001,89
189,10111101,BD
295,100100111,127
102,1100110,66
289,100100001,121
138,10001010,8A
156,10011100,9C
157,10011101,9D
467,111010011,1D3
288,100100000,120
19,10011,13
486,111100110,1E6
48,110000,30
308,100110100,134
26,11010,1A
125,1111101,7D
181,10110101,B5
246,11110110,F6
495,111101111,1EF
60,111100,3C
334,101001110,14E
377,101111001,179
68,1000100,44
328,101001000,148
261,100000101,105
234,11101010,EA
22,10110,16
490,111101010,1EA
109,1101101,6D
24,11000,18
117,1110101,75
450,111000010,1C2
277,100010101,115
409,110011001,199
99,1100011,63
240,11110000,F0
417,110100001,1A1
93,1011101,5D
386,110000010,182
320,101000000,140
388,110000100,184
184,10111000,B8
46,101110,2E
322,101000010,142
188,10111100,BC
272,100010000,110
457,111001001,1C9
378,101111010,17A
135,10000111,87
457,111001001,1C9
147,10010011,93
121,1111001,79
91,1011011,5B
476,111011100,1DC
381,101111101,17D
253,11111101,FD
293,100100101,125
216,11011000,D8
24,11000,18
365,101101101,16D
351,101011111,15F
224,11100000,E0
115,1110011,73
500,111110100,1F4
426,110101010,1AA
106,1101010,6A
191,10111111,BF
225,11100001,E1
275,100010011,113
197,11000101,C5
361,101101001,169
151,10010111,97
19,10011,13
390,110000110,186
411,110011011,19B
50,110010,32
418,110100010,1A2
170,10101010,AA
150,10010110,96
17,10001,11
462,111001110,1CE
245,11110101,F5
306,100110010,132
209,11010001,D1
360,101101000,168
116,1110100,74
350,101011110,15E
232,11101000,E8
50,110010,32
484,111100100,1E4
425,110101001,1A9
392,110001000,188
71,1000111,47
329,101001001,149
176,10110000,B0
355,101100011,163
58,111010,3A
158,10011110,9E
429,110101101,1AD
258,100000010,102
476,111011100,1DC
408,110011000,198
28,11100,1C
280,100011000,118
433,110110001,1B1
215,11010111,D7
160,10100000,A0
384,110000000,180
361,101101001,169
382,101111110,17E
306,100110010,132
54,110110,36
324,101000100,144
169,10101001,A9
358,101100110,166
257,100000001,101
75,1001011,4B
206,11001110,CE
330,101001010,14A
478,111011110,1DE
113,1110001,71
473,111011001,1D9
418,110100010,1A2
336,101010000,150
239,11101111,EF
131,10000011,83
245,11110101,F5
487,111100111,1E7
158,10011110,9E
99,1100011,63
138,10001010,8A
190,10111110,BE
126,1111110,7E
376,101111000,178
301,100101101,12D
441,110111001,1B9
431,110101111,1AF
158,10011110,9E
171,10101011,AB
379,101111011,17B
73,1001001,49
357,101100101,165
7,111,7
382,101111110,17E
168,10101000,A8
92,1011100,5C
212,11010100,D4
271,100001111,10F
250,11111010,FA
66,1000010,42
118,1110110,76
136,10001000,88
84,1010100,54
256,100000000,100
422,110100110,1A6
301,100101101,12D
312,100111000,138
81,1010001,51
228,11100100,E4
178,10110010,B2
224,11100000,E0
317,100111101,13D
186,10111010,BA
324,101000100,144
3,11,3
348,101011100,15C
230,11100110,E6
193,11000001,C1
63,111111,3F
372,101110100,174
257,100000001,101
235,11101011,EB
465,111010001,1D1
247,11110111,F7
399,110001111,18F
435,110110011,1B3
149,10010101,95
202,11001010,CA
468,111010100,1D4
406,110010110,196
300,100101100,12C
336,101010000,150
237,11101101,ED
111,1101111,6F
209,11010001,D1
277,100010101,115
214,11010110,D6
316,100111100,13C
293,100100101,125
121,1111001,79
349,101011101,15D
307,100110011,133
329,101001001,149
76,1001100,4C
27,11011,1B
277,100010101,115
126,1111110,7E
221,11011101,DD
132,10000100,84
110,1101110,6E
60,111100,3C
286,100011110,11E
191,10111111,BF
493,111101101,1ED
106,1101010,6A
393,110001001,189
451,111000011,1C3
3,11,3
226,11100010,E2
98,1100010,62
475,111011011,1DB
323,101000011,143
500,111110100,1F4
353,101100001,161
133,10000101,85
348,101011100,15C
63,111111,3F
94,1011110,5E
139,10001011,8B
249,11111001,F9
258,100000010,102
239,11101111,EF
152,10011000,98
264,100001000,108
142,10001110,8E
155,10011011,9B
341,101010101,155
464,111010000,1D0
104,1101000,68
465,111010001,1D1
240,11110000,F0
276,100010100,114
145,10010001,91
415,110011111,19F
135,10000111,87
497,111110001,1F1
313,100111001,139
362,101101010,16A
121,1111001,79
136,10001000,88
58,111010,3A
238,11101110,EE
56,111000,38
145,10010001,91
27,11011,1B
391,110000111,187
76,1001100,4C
178,10110010,B2
395,110001011,18B
131,10000011,83
78,1001110,4E
212,11010100,D4
182,10110110,B6
117,1110101,75
356,101100100,164
95,1011111,5F
461,111001101,1CD
441,110111001,1B9
46,101110,2E
207,11001111,CF
341,101010101,155
240,11110000,F0
35,100011,23
459,111001011,1CB
439,110110111,1B7
233,11101001,E9
296,100101000,128
453,111000101,1C5
203,11001011,CB
471,111010111,1D7
92,1011100,5C
13,1101,D
254,11111110,FE
67,1000011,43
200,11001000,C8
454,111000110,1C6
106,1101010,6A
300,100101100,12C
39,100111,27
139,10001011,8B
339,101010011,153
124,1111100,7C
463,111001111,1CF
487,111100111,1E7
60,111100,3C
495,111101111,1EF
98,1100010,62
239,11101111,EF
335,101001111,14F
340,101010100,154
301,100101101,12D
110,1101110,6E
310,100110110,136
246,11110110,F6
390,110000110,186
99,1100011,63
385,110000001,181
492,111101100,1EC
268,100001100,10C
384,110000000,180
479,111011111,1DF
124,1111100,7C
324,101000100,144
167,10100111,A7
456,111001000,1C8
186,10111010,BA
269,100001101,10D
35,100011,23
252,11111100,FC
196,11000100,C4
63,111111,3F
27,11011,1B
468,111010100,1D4
243,11110011,F3
496,111110000,1F0
405,110010101,195
202,11001010,CA
129,10000001,81
361,101101001,169
18,10010,12
152,10011000,98
391,110000111,187
83,1010011,53
171,10101011,AB
41,101001,29
450,111000010,1C2
303,100101111,12F
14,1110,E
423,110100111,1A7
47,101111,2F
23,10111,17
258,100000010,102
225,11100001,E1
21,10101,15
86,1010110,56
369,101110001,171
426,110101010,1AA
326,101000110,146
277,100010101,115
477,111011101,1DD
91,1011011,5B
307,100110011,133
230,11100110,E6
111,1101111,6F
127,1111111,7F
119,1110111,77
266,100001010,10A
207,11001111,CF
244,11110100,F4
459,111001011,1CB
122,1111010,7A
309,100110101,135
123,1111011,7B
380,101111100,17C
225,11100001,E1
337,101010001,151
115,1110011,73
64,1000000,40
256,100000000,100
171,10101011,AB
313,100111001,139
25,11001,19
247,11110111,F7
20,10100,14
448,111000000,1C0
11,1011,B
344,101011000,158
434,110110010,1B2
482,111100010,1E2
412,110011100,19C
386,110000010,182
116,1110100,74
223,11011111,DF
137,10001001,89
436,110110100,1B4
382,101111110,17E
207,11001111,CF
20,10100,14
75,1001011,4B
72,1001000,48
154,10011010,9A
203,11001011,CB
451,111000011,1C3
326,101000110,146
64,1000000,40
388,110000100,184
409,110011001,199
344,101011000,158
433,110110001,1B1
163,10100011,A3
53,110101,35
256,100000000,100
124,1111100,7C
497,111110001,1F1
449,111000001,1C1
70,1000110,46
165,10100101,A5
330,101001010,14A
420,110100100,1A4
459,111001011,1CB
40,101000,28
329,101001001,149
11,1011,B
119,1110111,77
53,110101,35
170,10101010,AA
206,11001110,CE
85,1010101,55
316,100111100,13C
399,110001111,18F
53,110101,35
391,110000111,187
68,1000100,44
159,10011111,9F
467,111010011,1D3
414,110011110,19E
367,101101111,16F
22,10110,16
334,101001110,14E
95,1011111,5F
253,11111101,FD
356,101100100,164
276,100010100,114
135,10000111,87
302,100101110,12E
462,111001110,1CE
329,101001001,149
58,111010,3A
14,1110,E
128,10000000,80
311,100110111,137
119,1110111,77
303,100101111,12F
345,101011001,159
153,10011001,99
108,1101100,6C
149,10010101,95
323,101000011,143
185,10111001,B9
173,10101101,AD
37,100101,25
85,1010101,55
214,11010110,D6
266,100001010,10A
159,10011111,9F
188,10111100,BC
353,101100001,161
289,100100001,121
142,10001110,8E
208,11010000,D0
116,1110100,74
260,100000100,104
409,110011001,199
357,101100101,165
293,100100101,125
201,11001001,C9
90,1011010,5A
456,111001000,1C8
420,110100100,1A4
167,10100111,A7
488,111101000,1E8
339,101010011,153
353,101100001,161
105,1101001,69
267,100001011,10B
393,110001001,189
377,101111001,179
466,111010010,1D2
499,111110011,1F3
359,101100111,167
357,101100101,165
98,1100010,62
123,1111011,7B
363,101101011,16B
205,11001101,CD
228,11100100,E4
457,111001001,1C9
392,110001000,188
472,111011000,1D8
272,100010000,110
165,10100101,A5
278,100010110,116
231,11100111,E7
343,101010111,157
10,1010,A
83,1010011,53
222,11011110,DE
195,11000011,C3
475,111011011,1DB
496,111110000,1F0
25,11001,19
327,101000111,147
129,10000001,81
166,10100110,A6
57,111001,39
490,111101010,1EA
441,110111001,1B9
398,110001110,18E
345,101011001,159
121,1111001,79
217,11011001,D9
366,101101110,16E
23,10111,17
269,100001101,10D
262,100000110,106
299,100101011,12B
349,101011101,15D
390,110000110,186
2,10,2
286,100011110,11E
311,100110111,137
276,100010100,114
144,10010000,90
54,110110,36
455,111000111,1C7
106,1101010,6A
38,100110,26
343,101010111,157
130,10000010,82
155,10011011,9B
262,100000110,106
91,1011011,5B
88,1011000,58
375,101110111,177
11,1011,B
4,100,4
91,1011011,5B
309,100110101,135
474,111011010,1DA
58,111010,3A
196,11000100,C4
212,11010100,D4
271,100001111,10F
23,10111,17
307,100110011,133
402,110010010,192
406,110010110,196
208,11010000,D0
188,10111100,BC
80,1010000,50
250,11111010,FA
268,100001100,10C
278,100010110,116
328,101001000,148
122,1111010,7A
142,10001110,8E
428,110101100,1AC
237,11101101,ED
65,1000001,41
65,1000001,41
54,110110,36
484,111100100,1E4
220,11011100,DC
428,110101100,1AC
435,110110011,1B3
437,110110101,1B5
142,10001110,8E
81,1010001,51
344,101011000,158
61,111101,3D
313,100111001,139
325,101000101,145
314,100111010,13A
402,110010010,192
253,11111101,FD
239,11101111,EF
315,100111011,13B
231,11100111,E7
198,11000110,C6
287,100011111,11F
99,1100011,63
323,101000011,143
171,10101011,AB
188,10111100,BC
10,1010,A
62,111110,3E
87,1010111,57
379,101111011,17B
308,100110100,134
310,100110110,136
306,100110010,132
412,110011100,19C
368,101110000,170
214,11010110,D6
459,111001011,1CB
259,100000011,103
451,111000011,1C3
425,110101001,1A9
365,101101101,16D
457,111001001,1C9
230,11100110,E6
134,10000110,86
253,11111101,FD
293,100100101,125
352,101100000,160
227,11100011,E3
328,101001000,148
24,11000,18
380,101111100,17C
209,11010001,D1
181,10110101,B5
240,11110000,F0
294,100100110,126
117,1110101,75
493,111101101,1ED
328,101001000,148
190,10111110,BE
111,1101111,6F
410,110011010,19A
171,10101011,AB
97,1100001,61
320,101000000,140
310,100110110,136
447,110111111,1BF
450,111000010,1C2
173,10101101,AD
17,10001,11
9,1001,9
42,101010,2A
431,110101111,1AF
489,111101001,1E9
470,111010110,1D6
456,111001000,1C8
467,111010011,1D3
305,100110001,131
46,101110,2E
10,1010,A
387,110000011,183
174,10101110,AE
388,110000100,184
137,10001001,89
417,110100001,1A1
319,100111111,13F
6,110,6
181,10110101,B5
101,1100101,65
203,11001011,CB
178,10110010,B2
81,1010001,51
486,111100110,1E6
144,10010000,90
492,111101100,1EC
355,101100011,163
239,11101111,EF
227,11100011,E3
159,10011111,9F
325,101000101,145
460,111001100,1CC
497,111110001,1F1
36,100100,24
264,100001000,108
102,1100110,66
292,100100100,124
84,1010100,54
255,11111111,FF
472,111011000,1D8
98,1100010,62
371,101110011,173
92,1011100,5C
277,100010101,115
38,100110,26
436,110110100,1B4
424,110101000,1A8
71,1000111,47
71,1000111,47
297,100101001,129
100,1100100,64
224,11100000,E0
491,111101011,1EB
118,1110110,76
76,1001100,4C
187,10111011,BB
263,100000111,107
379,101111011,17B
139,10001011,8B
156,10011100,9C
85,1010101,55
203,11001011,CB
344,101011000,158
200,11001000,C8
163,10100011,A3
493,111101101,1ED
360,101101000,168
167,10100111,A7
145,10010001,91
455,111000111,1C7
0,0,0
369,101110001,171
472,111011000,1D8
371,101110011,173
70,1000110,46
477,111011101,1DD
300,100101100,12C
199,11000111,C7
226,11100010,E2
434,110110010,1B2
214,11010110,D6
369,101110001,171
87,1010111,57
341,101010101,155
158,10011110,9E
440,110111000,1B8
30,11110,1E
349,101011101,15D
428,110101100,1AC
187,10111011,BB
49,110001,31
371,101110011,173
476,111011100,1DC
107,1101011,6B
230,11100110,E6
458,111001010,1CA
143,10001111,8F
498,111110010,1F2
169,10101001,A9
345,101011001,159
423,110100111,1A7
351,101011111,15F
172,10101100,AC
458,111001010,1CA
28,11100,1C
174,10101110,AE
161,10100001,A1
429,110101101,1AD
70,1000110,46
175,10101111,AF
215,11010111,D7
411,110011011,19B
210,11010010,D2
123,1111011,7B
3,11,3
101,1100101,65
285,100011101,11D
201,11001001,C9
418,110100010,1A2
340,101010100,154
272,100010000,110
271,100001111,10F
286,100011110,11E
133,10000101,85
150,10010110,96
24,11000,18
181,10110101,B5
225,11100001,E1
339,101010011,153
35,100011,23
3,11,3
435,110110011,1B3
179,10110011,B3
36,100100,24
477,111011101,1DD
123,1111011,7B
42,101010,2A
151,10010111,97
274,100010010,112
293,100100101,125
217,11011001,D9
14,1110,E
400,110010000,190
280,100011000,118
155,10011011,9B
366,101101110,16E
432,110110000,1B0
371,101110011,173
254,11111110,FE
27,11011,1B
258,100000010,102
34,100010,22
248,11111000,F8
429,110101101,1AD
263,100000111,107
283,100011011,11B
99,1100011,63
74,1001010,4A
13,1101,D
222,11011110,DE
224,11100000,E0
185,10111001,B9
382,101111110,17E
173,10101101,AD
136,10001000,88
35,100011,23
243,11110011,F3
487,111100111,1E7
280,100011000,118
265,100001001,109
187,10111011,BB
292,100100100,124
7,111,7
250,11111010,FA
275,100010011,113
195,11000011,C3
460,111001100,1CC
421,110100101,1A5
19,10011,13
140,10001100,8C
209,11010001,D1
304,100110000,130
337,101010001,151
257,100000001,101
288,100100000,120
198,11000110,C6
363,101101011,16B
376,101111000,178
8,1000,8
354,101100010,162
419,110100011,1A3
173,10101101,AD
134,10000110,86
105,1101001,69
220,11011100,DC
460,111001100,1CC
214,11010110,D6
312,100111000,138
390,110000110,186
47,101111,2F
324,101000100,144
321,101000001,141
51,110011,33
421,110100101,1A5
388,110000100,184
372,101110100,174
152,10011000,98
344,101011000,158
116,1110100,74
440,110111000,1B8
336,101010000,150
313,100111001,139
96,1100000,60
177,10110001,B1
39,100111,27
6,110,6
384,110000000,180
407,110010111,197
94,1011110,5E
450,111000010,1C2
370,101110010,172
357,101100101,165
405,110010101,195
232,11101000,E8
328,101001000,148
350,101011110,15E
325,101000101,145
180,10110100,B4
437,110110101,1B5
231,11100111,E7
350,101011110,15E
64,1000000,40
244,11110100,F4
163,10100011,A3
197,11000101,C5
389,110000101,185
81,1010001,51
94,1011110,5E
473,111011001,1D9
496,111110000,1F0
125,1111101,7D
169,10101001,A9
255,11111111,FF
388,110000100,184
19,10011,13
303,100101111,12F
238,11101110,EE
241,11110001,F1
205,11001101,CD
145,10010001,91
268,100001100,10C
490,111101010,1EA
439,110110111,1B7
463,111001111,1CF
150,10010110,96
432,110110000,1B0
281,100011001,119
121,1111001,79
92,1011100,5C
370,101110010,172
317,100111101,13D
218,11011010,DA
163,10100011,A3
105,1101001,69
169,10101001,A9
65,1000001,41
356,101100100,164
153,10011001,99
52,110100,34
95,1011111,5F
193,11000001,C1
462,111001110,1CE
390,110000110,186
331,101001011,14B
150,10010110,96
266,100001010,10A
225,11100001,E1
398,110001110,18E
327,101000111,147
82,1010010,52
290,100100010,122
314,100111010,13A
437,110110101,1B5
477,111011101,1DD
67,1000011,43
171,10101011,AB
124,1111100,7C
354,101100010,162
491,111101011,1EB
12,1100,C
426,110101010,1AA
474,111011010,1DA
369,101110001,171
105,1101001,69
396,110001100,18C
66,1000010,42
262,100000110,106
19,10011,13
190,10111110,BE
253,11111101,FD
329,101001001,149
218,11011010,DA
23,10111,17
81,1010001,51
124,1111100,7C
110,1101110,6E
315,100111011,13B
206,11001110,CE
446,110111110,1BE
186,10111010,BA
438,110110110,1B6
298,100101010,12A
453,111000101,1C5
149,10010101,95
338,101010010,152
112,1110000,70
335,101001111,14F
458,111001010,1CA
388,110000100,184
39,100111,27
284,100011100,11C
394,110001010,18A
120,1111000,78
492,111101100,1EC
249,11111001,F9
207,11001111,CF
475,111011011,1DB
425,110101001,1A9
236,11101100,EC
216,11011000,D8
113,1110001,71
313,100111001,139
282,100011010,11A
293,100100101,125
407,110010111,197
203,11001011,CB
192,11000000,C0
307,100110011,133
288,100100000,120
295,100100111,127
311,100110111,137
64,1000000,40
205,11001101,CD
153,10011001,99
272,100010000,110
